#Saved Data from the class pulsed_measurement_logic on 21.07.2022 at 18h15m12s.
#
#Parameters:
#===========
#
#Approx. measurement time (s): 6.7760040950775146e+02
#Measurement sweeps: -1
#Number of laser pulses: 400
#Laser ignore indices: []
#alternating: False
#analysis parameters: {'signal_start': 1.8000000000000002e-08, 'signal_end': 2.1200000000000002e-07, 'norm_start': 1.3920000000000002e-06, 'norm_end': 2.3720000000000003e-06, 'method': 'mean_norm'}
#extraction parameters: {'conv_std_dev': 10.0, 'flank_width': 0, 'method': 'conv_deriv'}
#fast counter settings: {'bin_width': 1e-09, 'record_length': 3.5e-06, 'number_of_gates': 400, 'is_gated': True}
#
#Data:
#=====
#Controlled variable(s)	Signal
7.800000000000000e-07	9.308957993153655e-01
7.900000000000001e-07	9.317613743279081e-01
8.000000000000001e-07	9.312611886912673e-01
8.100000000000000e-07	9.334371966037830e-01
8.200000000000000e-07	9.317294212406867e-01
8.300000000000000e-07	9.302151862423333e-01
8.400000000000000e-07	9.307066174514285e-01
8.500000000000000e-07	9.311965634303982e-01
8.600000000000000e-07	9.290421588364750e-01
8.700000000000000e-07	9.309059042684830e-01
8.800000000000000e-07	9.350991021458680e-01
8.900000000000001e-07	9.322146348562770e-01
9.000000000000001e-07	9.320266348154673e-01
9.100000000000001e-07	9.296148969950255e-01
9.200000000000000e-07	9.346502583897819e-01
9.300000000000000e-07	9.337537584354587e-01
9.400000000000000e-07	9.310500448618720e-01
9.500000000000000e-07	9.308844628517385e-01
9.599999999999999e-07	9.309765299475196e-01
9.700000000000000e-07	9.306841809542366e-01
9.799999999999999e-07	9.273737647807928e-01
9.899999999999998e-07	9.293301337917000e-01
1.000000000000000e-06	9.291513791840654e-01
1.010000000000000e-06	9.297709625978859e-01
1.020000000000000e-06	9.343051629517387e-01
1.030000000000000e-06	9.330712062404386e-01
1.040000000000000e-06	9.321216420110030e-01
1.050000000000000e-06	9.305382413817008e-01
1.060000000000000e-06	9.340562399044871e-01
1.070000000000000e-06	9.290675616465485e-01
1.080000000000000e-06	9.321907709201537e-01
1.090000000000000e-06	9.272818646414891e-01
1.100000000000000e-06	9.326872412614615e-01
1.110000000000000e-06	9.298036717872624e-01
1.120000000000000e-06	9.303849525998699e-01
1.130000000000000e-06	9.314377727611072e-01
1.140000000000000e-06	9.301910386271732e-01
1.150000000000000e-06	9.318154128805537e-01
1.160000000000000e-06	9.311413850022690e-01
1.170000000000000e-06	9.307571920889990e-01
1.180000000000000e-06	9.267276759391566e-01
1.190000000000000e-06	9.334578603608594e-01
1.200000000000000e-06	9.313658738328641e-01
1.210000000000000e-06	9.325475607177262e-01
1.220000000000000e-06	9.294191008254100e-01
1.230000000000000e-06	9.305185822151975e-01
1.240000000000000e-06	9.306481026189446e-01
1.250000000000000e-06	9.300341516019377e-01
1.260000000000000e-06	9.317263641392354e-01
1.270000000000000e-06	9.294828511824619e-01
1.280000000000000e-06	9.318277227629747e-01
1.290000000000000e-06	9.289138420087433e-01
1.300000000000000e-06	9.347295072751749e-01
1.310000000000000e-06	9.300554148820366e-01
1.320000000000000e-06	9.310554479308574e-01
1.330000000000000e-06	9.337763858690558e-01
1.340000000000000e-06	9.311909322967228e-01
1.350000000000000e-06	9.313486321181229e-01
1.360000000000000e-06	9.314112309295068e-01
1.370000000000000e-06	9.292884445915970e-01
1.380000000000000e-06	9.271618851849895e-01
1.390000000000000e-06	9.234629354171868e-01
1.400000000000000e-06	9.307668724885583e-01
1.410000000000000e-06	9.285476830830410e-01
1.420000000000000e-06	9.300288575801282e-01
1.430000000000000e-06	9.290768030255830e-01
1.440000000000000e-06	9.335878456675178e-01
1.450000000000000e-06	9.320129379005492e-01
1.460000000000000e-06	9.329007193273187e-01
1.470000000000000e-06	9.310733186030417e-01
1.480000000000000e-06	9.337076298662910e-01
1.490000000000000e-06	9.284978870164876e-01
1.500000000000000e-06	9.316387251230768e-01
1.510000000000000e-06	9.285887162495132e-01
1.520000000000000e-06	9.317707264687246e-01
1.530000000000000e-06	9.277493496762084e-01
1.540000000000000e-06	9.249020308571853e-01
1.550000000000000e-06	9.316670531401996e-01
1.560000000000000e-06	9.302241320515391e-01
1.570000000000000e-06	9.285802183454375e-01
1.580000000000000e-06	9.275084070495224e-01
1.590000000000000e-06	9.322359682266840e-01
1.600000000000000e-06	9.311696497468386e-01
1.610000000000000e-06	9.311380565670546e-01
1.620000000000000e-06	9.292086075678446e-01
1.630000000000000e-06	9.346424967104843e-01
1.640000000000000e-06	9.314114923031093e-01
1.650000000000000e-06	9.319574513428620e-01
1.660000000000000e-06	9.284490636729099e-01
1.670000000000000e-06	9.288016705975312e-01
1.680000000000000e-06	9.310837491593270e-01
1.690000000000000e-06	9.336461139858596e-01
1.700000000000000e-06	9.314445946530608e-01
1.710000000000000e-06	9.300541367031246e-01
1.720000000000000e-06	9.331975832602981e-01
1.730000000000000e-06	9.305189250269791e-01
1.740000000000000e-06	9.335072946904687e-01
1.750000000000000e-06	9.320398346702194e-01
1.760000000000000e-06	9.342786555619821e-01
1.770000000000000e-06	9.330486434797636e-01
1.780000000000000e-06	9.320693826893710e-01
1.790000000000000e-06	9.360054797044663e-01
1.800000000000000e-06	9.281810487827884e-01
1.810000000000000e-06	9.303635291624385e-01
1.820000000000000e-06	9.296253590748552e-01
1.830000000000000e-06	9.306893892427391e-01
1.840000000000000e-06	9.336435848804878e-01
1.850000000000000e-06	9.361540956780010e-01
1.860000000000000e-06	9.281246138035700e-01
1.870000000000000e-06	9.353485291143311e-01
1.880000000000000e-06	9.295739976408078e-01
1.890000000000000e-06	9.319977559685602e-01
1.900000000000000e-06	9.297107774884029e-01
1.910000000000000e-06	9.289631877619493e-01
1.920000000000000e-06	9.321310469804983e-01
1.930000000000000e-06	9.286780649222984e-01
1.940000000000000e-06	9.319300299336722e-01
1.950000000000000e-06	9.294268406992569e-01
1.960000000000000e-06	9.283688748567746e-01
1.970000000000000e-06	9.249424530024728e-01
1.980000000000000e-06	9.272675608567540e-01
1.990000000000000e-06	9.289187182835427e-01
2.000000000000000e-06	9.346422330849189e-01
2.010000000000000e-06	9.280664435349527e-01
2.020000000000000e-06	9.290516037520926e-01
2.030000000000000e-06	9.238993677564016e-01
2.040000000000000e-06	9.312789448358991e-01
2.050000000000000e-06	9.291476778475766e-01
2.060000000000000e-06	9.280392588480959e-01
2.070000000000000e-06	9.252825362919531e-01
2.080000000000000e-06	9.290663524107700e-01
2.090000000000000e-06	9.274513101294743e-01
2.100000000000000e-06	9.269557065741746e-01
2.110000000000000e-06	9.294329874839405e-01
2.120000000000000e-06	9.335975005176520e-01
2.130000000000000e-06	9.289738043279738e-01
2.140000000000000e-06	9.263819901321513e-01
2.150000000000000e-06	9.289230682864341e-01
2.160000000000000e-06	9.297232487335922e-01
2.170000000000000e-06	9.296887478041481e-01
2.180000000000000e-06	9.256639871601415e-01
2.190000000000000e-06	9.290660203266587e-01
2.200000000000000e-06	9.256872498492752e-01
2.210000000000000e-06	9.279791907360634e-01
2.220000000000000e-06	9.263044855000365e-01
2.230000000000000e-06	9.259924069640509e-01
2.240000000000000e-06	9.282969108035753e-01
2.250000000000000e-06	9.275239286817502e-01
2.260000000000000e-06	9.254910044056769e-01
2.270000000000000e-06	9.276790335321915e-01
2.280000000000000e-06	9.268786027832149e-01
2.290000000000000e-06	9.258985185369620e-01
2.300000000000000e-06	9.304852041660902e-01
2.310000000000000e-06	9.287913540379165e-01
2.320000000000000e-06	9.293891412057017e-01
2.330000000000000e-06	9.279744134685893e-01
2.340000000000000e-06	9.285870998096910e-01
2.350000000000000e-06	9.305992162826694e-01
2.360000000000000e-06	9.268658769490908e-01
2.370000000000000e-06	9.264156923824772e-01
2.380000000000000e-06	9.287866176154019e-01
2.390000000000000e-06	9.246592782702020e-01
2.400000000000000e-06	9.241883529008439e-01
2.410000000000000e-06	9.273038026100656e-01
2.420000000000000e-06	9.270715086775821e-01
2.430000000000000e-06	9.248933787937788e-01
2.440000000000000e-06	9.316363121413196e-01
2.450000000000000e-06	9.254836319166900e-01
2.460000000000000e-06	9.274406064793413e-01
2.470000000000000e-06	9.288487301933378e-01
2.480000000000000e-06	9.291996392089455e-01
2.490000000000000e-06	9.288397175170799e-01
2.500000000000000e-06	9.213208831141735e-01
2.510000000000000e-06	9.260346448602997e-01
2.520000000000000e-06	9.212569510340197e-01
2.530000000000000e-06	9.280897187792071e-01
2.540000000000000e-06	9.285699110621805e-01
2.550000000000000e-06	9.280186599538920e-01
2.560000000000000e-06	9.276091186516325e-01
2.570000000000000e-06	9.271230180778091e-01
2.580000000000000e-06	9.225642956585871e-01
2.590000000000000e-06	9.185802495875839e-01
2.600000000000000e-06	9.251447213472481e-01
2.610000000000000e-06	9.292843022651914e-01
2.620000000000000e-06	9.283579266302225e-01
2.630000000000000e-06	9.235087490279906e-01
2.640000000000000e-06	9.265709638501806e-01
2.650000000000000e-06	9.262211663995925e-01
2.660000000000000e-06	9.268506204219806e-01
2.670000000000000e-06	9.336014657237747e-01
2.680000000000000e-06	9.387673628448211e-01
2.690000000000000e-06	9.332733121127119e-01
2.700000000000000e-06	9.332063958635665e-01
2.710000000000000e-06	9.347853523076589e-01
2.720000000000000e-06	9.333544516664989e-01
2.730000000000000e-06	9.355215288627743e-01
2.740000000000000e-06	9.419358261260463e-01
2.750000000000000e-06	9.358913791755902e-01
2.760000000000000e-06	9.357295368846761e-01
2.770000000000000e-06	9.309452723780126e-01
2.780000000000000e-06	9.371415038365134e-01
2.790000000000000e-06	9.365811219803982e-01
2.800000000000000e-06	9.351319899316117e-01
2.810000000000000e-06	9.381979251519497e-01
2.820000000000000e-06	9.356440283850702e-01
2.830000000000000e-06	9.395722026841933e-01
2.840000000000000e-06	9.321001273852452e-01
2.850000000000000e-06	9.347265946659283e-01
2.860000000000000e-06	9.404704293533346e-01
2.870000000000000e-06	9.329539286726940e-01
2.880000000000000e-06	9.354921482597107e-01
2.890000000000000e-06	9.341172718934522e-01
2.900000000000000e-06	9.348656561437568e-01
2.910000000000000e-06	9.318462786340235e-01
2.920000000000000e-06	9.359224410304836e-01
2.930000000000000e-06	9.277263326730414e-01
2.940000000000000e-06	9.301985107394642e-01
2.950000000000000e-06	9.319192910418099e-01
2.960000000000000e-06	9.310301424395744e-01
2.970000000000000e-06	9.334832840518044e-01
2.980000000000000e-06	9.374153846754689e-01
2.990000000000000e-06	9.332236167949217e-01
3.000000000000000e-06	9.296760501617976e-01
3.010000000000000e-06	9.359602027085435e-01
3.020000000000000e-06	9.363723054323968e-01
3.030000000000000e-06	9.354027619473854e-01
3.040000000000000e-06	9.332243972539779e-01
3.050000000000000e-06	9.336148603429422e-01
3.060000000000000e-06	9.326614167780463e-01
3.070000000000000e-06	9.347554376545926e-01
3.080000000000000e-06	9.321552824270571e-01
3.090000000000000e-06	9.318423337156102e-01
3.100000000000000e-06	9.315961225378091e-01
3.110000000000000e-06	9.284508910319824e-01
3.120000000000000e-06	9.292736978720278e-01
3.130000000000000e-06	9.376201609036736e-01
3.140000000000000e-06	9.291959672703466e-01
3.150000000000000e-06	9.341131646890027e-01
3.160000000000000e-06	9.283236429374114e-01
3.170000000000000e-06	9.289716071092061e-01
3.180000000000000e-06	9.306025496990092e-01
3.190000000000000e-06	9.271322029266773e-01
3.200000000000000e-06	9.291083483709108e-01
3.210000000000000e-06	9.285783171673435e-01
3.220000000000000e-06	9.320933953147588e-01
3.230000000000000e-06	9.334004737566640e-01
3.240000000000000e-06	9.315324883931837e-01
3.250000000000000e-06	9.307682678595171e-01
3.260000000000000e-06	9.323276442238372e-01
3.270000000000000e-06	9.317667566016273e-01
3.280000000000000e-06	9.317605405379448e-01
3.290000000000000e-06	9.299821573435650e-01
3.300000000000000e-06	9.293726961215990e-01
3.310000000000000e-06	9.286568302504404e-01
3.320000000000000e-06	9.317260143224551e-01
3.330000000000000e-06	9.347382121283542e-01
3.340000000000000e-06	9.294748109073554e-01
3.350000000000000e-06	9.319681378014366e-01
3.360000000000000e-06	9.281345022846768e-01
3.370000000000000e-06	9.279099263917406e-01
3.380000000000000e-06	9.280757107923611e-01
3.390000000000000e-06	9.303553764786159e-01
3.400000000000000e-06	9.352938549202319e-01
3.410000000000000e-06	9.301810924704377e-01
3.420000000000000e-06	9.304432678248478e-01
3.430000000000000e-06	9.272276298239188e-01
3.440000000000000e-06	9.289945600951776e-01
3.450000000000000e-06	9.303683543091719e-01
3.460000000000000e-06	9.296566877908412e-01
3.470000000000000e-06	9.334227082539513e-01
3.480000000000000e-06	9.306274340588214e-01
3.490000000000000e-06	9.281935194464960e-01
3.500000000000000e-06	9.307599920420599e-01
3.510000000000000e-06	9.301038298805272e-01
3.520000000000000e-06	9.339711834422152e-01
3.530000000000000e-06	9.292496356187517e-01
3.540000000000000e-06	9.307686984797232e-01
3.550000000000000e-06	9.329614120044548e-01
3.560000000000000e-06	9.320786615299643e-01
3.570000000000000e-06	9.338750826129477e-01
3.580000000000000e-06	9.326672447402321e-01
3.590000000000000e-06	9.331598930639378e-01
3.600000000000000e-06	9.287086705019286e-01
3.610000000000000e-06	9.295848674009509e-01
3.620000000000000e-06	9.315052009109147e-01
3.630000000000000e-06	9.310374097166491e-01
3.640000000000000e-06	9.331490324371891e-01
3.650000000000000e-06	9.343647460178695e-01
3.660000000000000e-06	9.301135206846973e-01
3.670000000000000e-06	9.327630365184023e-01
3.680000000000000e-06	9.340737301390563e-01
3.690000000000000e-06	9.320469876539405e-01
3.700000000000000e-06	9.321877663194186e-01
3.710000000000000e-06	9.311701214537076e-01
3.720000000000000e-06	9.345512268020182e-01
3.730000000000000e-06	9.335247042280953e-01
3.740000000000000e-06	9.304652830472463e-01
3.750000000000000e-06	9.338689898153417e-01
3.760000000000000e-06	9.361539180789349e-01
3.770000000000000e-06	9.294356869285072e-01
3.780000000000000e-06	9.326199596154616e-01
3.790000000000000e-06	9.336919980042362e-01
3.800000000000000e-06	9.285532134445188e-01
3.810000000000000e-06	9.345657617559361e-01
3.820000000000000e-06	9.310925277755211e-01
3.830000000000000e-06	9.301922627212481e-01
3.840000000000000e-06	9.307503410480928e-01
3.850000000000000e-06	9.285140539829784e-01
3.860000000000000e-06	9.335935381394346e-01
3.870000000000000e-06	9.330064580613956e-01
3.880000000000000e-06	9.322791745477910e-01
3.890000000000000e-06	9.351787162360954e-01
3.900000000000000e-06	9.285022413527424e-01
3.910000000000000e-06	9.321194325308232e-01
3.920000000000000e-06	9.319245466403725e-01
3.930000000000000e-06	9.273966477035205e-01
3.940000000000000e-06	9.318458444387102e-01
3.950000000000000e-06	9.334461675057364e-01
3.960000000000000e-06	9.323027342809693e-01
3.970000000000000e-06	9.290797823215543e-01
3.980000000000000e-06	9.284732703569887e-01
3.990000000000000e-06	9.368813165705954e-01
4.000000000000000e-06	9.328912822276519e-01
